,Username,Post Date,Content,Like Count,Date,DateDiff(days),Year,hashtags,hashtag_count
561,urban.cafe.hk,2021-01-05,"🖐🏻☝🏻
Cat • 可樂🥤
.
營業時間不變！無需打針！無需安心出行！
繼續12pm🕛-10pm🕙
歡迎訂位或walk in😺
觀塘☎️ 5307 3636
旺角☎️ 6832 6990
(Signal/whatsapp都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",368,2021-01-05,2.0,2021.0,,0.0
516,urban.cafe.hk,2021-01-11,"〈MK〉龍鬚糖 ϵ( 'Θ' )϶

《消費券💵》
接受任何消費券 ！
▨ Tap & Go
▨ 八達通
▨ AlipayHK 
▨ WeChat Pay

〈訂位資訊🌟〉
歡迎隨時walk in ！🏃🏻
如需訂位，可以喺
▨ Instagram檔案撳條「link」
▨ Facebook撳「搶先預約」
▨ Google Maps撳「訂位」
就可以訂位架喇 ！
方便快捷♡
https://bit.ly/37wf6Xf
※所有分店不設入場費/每小時收費🎪

〈外賣資訊🏃🏻〉
①外賣速遞
▨ lingduck
▨ foodpanda
②外賣自取
▨ 直接聯絡分店，享有全單8折 ！🍻
▨ lingduck

【餐牌供應時間👨🏻‍🍳】
❶午餐［每兩星期更新］
▨ 星期一至五 (假期／節日除外)
▨ 12:00PM至18:00PM
［優惠：每4人同行惠顧任何午餐，即送4人滋味小食或甜品1份 ！🍻］
❷下午茶
▨ 星期一至五 (假期／節日除外)
▨ 14:30PM至18:00PM
❸晚餐／假期／節日
▨ 星期一至五：18:00PM後
▨ 星期六日／假期／節日：全日
［優惠：星期一至五19:30前離座，額外享有全單8折優惠 (假期／節日除外)🍻］
［觀塘限定優惠：每日20:30後入座，額外享有全單8折優惠 ！🍺］

🚩觀塘開源道62號駱駝漆大廈第1座6樓
(觀塘B1出口1分鐘步程)
⏰開放時間：12:00PM - 22:00PM
☏查詢電話：5307 3636

🚩旺角彌敦道566-568A號僑建大廈2樓
(油麻地A2出口1分鐘步程)
⏰開放時間：12:00PM - 22:00PM
☏查詢電話：6832 6990",820,2021-01-11,6.0,2021.0,,0.0
480,urban.cafe.hk,2021-01-12,"｜ 𝗞𝘄𝘂𝗻𝗧𝗼𝗻𝗴 ｜ 圓碌碌一字眼嘅腐乳 ʕ •ᴥ•ʔ
徇眾要求，由12月1日開始，
更新用餐時間，詳情請拉到下面。 
大家可以有更充裕嘅時間同貓貓相處 ♪( ´θ｀)ノ

《 消 費 券💵 》

接受任何消費券 ！
▨ Tap & Go
▨ 八達通
▨ AlipayHK 
▨ WeChat Pay

〈 外 賣 資 訊🏃🏻 〉

①外賣速遞
▨ Lingduck
▨ Foodpanda
②外賣自取
▨ 直接聯絡分店，享有全單8折 ！🍻
▨ Lingduck

——— ———

【 訂 位 資 訊🌟 】

任 何 時 間 歡 迎 隨 時walk in ！🏃🏻

如需訂位👇🏻
▨ Instagram檔案撳條「 link 」
▨ Facebook撳「 搶先預約 」
▨ Google Maps撳「 訂位 」

就可以訂位架喇 ！
方便快捷♡
https://bit.ly/37wf6Xf

※所有分店不設入場費 / 不設每小時收費🎪

——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
1200-1800 ｜ Weekday（except Holiday）

❷ 下午茶
1430-1800 ｜ Weekday（except Holiday）

❸ 晚餐／假期 / 節日
1800-2200 ｜ Weekday
1200-2200 ｜ Weekend & Holiday

午餐優惠：（假期 / 節日除外）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🍻

晚餐優惠：（假期 / 節日除外）
星期一至五19:30前離座，享有全單8折優惠 ！🍻
（觀塘限定）每日20:30後入座，享有全單8折優惠 ！🍺

入場時間：
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※如之後冇人訂座或輪候，可以繼續，冇需加錢加時。
（本餐廳會按照實際狀況保留最終決定權）

——— ——— ———

【  觀塘店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟱𝟱𝗖𝗮𝘁𝘀 】
📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636

【  旺角店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟰𝟱𝗖𝗮𝘁𝘀 】
📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990",335,2021-01-12,1.0,2021.0,,0.0
615,urban.cafe.hk,2021-02-02,"Cat • 麥包😺
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",263,2021-02-02,21.0,2021.0,,0.0
594,urban.cafe.hk,2021-02-03,"Cat • 馬拉糕😻
.
所有分店營業時間: 12pm🕛-10pm🕙
大家可以用星期一至五7點半前離座8折優惠喇😻
歡迎訂位或walk in😺
旺角☎️ 6832 6990
觀塘☎️ 5307 3636
(Signal都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",993,2021-02-03,1.0,2021.0,,0.0
554,urban.cafe.hk,2021-02-06,"Cat • 馬蹄露😸
Photo by @missmgallery 📸
Thank you so much😻
.
營業時間不變！無需打針！無需安心出行！
繼續12pm🕛-10pm🕙
歡迎訂位或walk in😺
觀塘☎️ 5307 3636
旺角☎️ 6832 6990
(Signal/whatsapp都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 22:00pm",441,2021-02-06,3.0,2021.0,,0.0
515,urban.cafe.hk,2021-02-11,"〈MK〉麥芽糖 ϵ( 'Θ' )϶
就嚟跌喇🤓塞翻入去🤣
泡芙搞到我分心冇咗支貓棒👿

《消費券💵》
接受任何消費券 ！
▨ Tap & Go
▨ 八達通
▨ AlipayHK 
▨ WeChat Pay

〈訂位資訊🌟〉
歡迎隨時walk in ！🏃🏻
如需訂位，可以喺
▨ Instagram檔案撳條「link」
▨ Facebook撳「搶先預約」
▨ Google Maps撳「訂位」
就可以訂位架喇 ！
方便快捷♡
https://bit.ly/37wf6Xf
※所有分店不設入場費/每小時收費🎪

〈外賣資訊🏃🏻〉
①外賣速遞
▨ lingduck
▨ foodpanda
②外賣自取
▨ 直接聯絡分店，享有全單8折 ！🍻
▨ lingduck

【餐牌供應時間👨🏻‍🍳】
❶午餐［每兩星期更新］
▨ 星期一至五 (假期／節日除外)
▨ 12:00PM至18:00PM
［優惠：每4人同行惠顧任何午餐，即送4人滋味小食或甜品1份 ！🍻］
❷下午茶
▨ 星期一至五 (假期／節日除外)
▨ 14:30PM至18:00PM
❸晚餐／假期／節日
▨ 星期一至五：18:00PM後
▨ 星期六日／假期／節日：全日
［優惠：星期一至五19:30前離座，額外享有全單8折優惠 (假期／節日除外)🍻］
［觀塘限定優惠：每日20:30後入座，額外享有全單8折優惠 ！🍺］

🚩觀塘開源道62號駱駝漆大廈第1座6樓
(觀塘B1出口1分鐘步程)
⏰開放時間：12:00PM - 22:00PM
☏查詢電話：5307 3636

🚩旺角彌敦道566-568A號僑建大廈2樓
(油麻地A2出口1分鐘步程)
⏰開放時間：12:00PM - 22:00PM
☏查詢電話：6832 6990",366,2021-02-11,5.0,2021.0,,0.0
479,urban.cafe.hk,2021-02-12,"｜ 𝗞𝘄𝘂𝗻𝗧𝗼𝗻𝗴 ｜ 
最愛過聖誕既一隻貓😂 年年都覇頭位ᶘ ᵒᴥᵒᶅ
徇眾要求，由12月1日開始，
更新用餐時間，詳情請拉到下面。 
大家可以有更充裕嘅時間同貓貓相處 ♪( ´θ｀)ノ

《 消 費 券💵 》

接受任何消費券 ！
▨ Tap & Go
▨ 八達通
▨ AlipayHK 
▨ WeChat Pay

〈 外 賣 資 訊🏃🏻 〉

①外賣速遞
▨ Lingduck
▨ Foodpanda
②外賣自取
▨ 直接聯絡分店，享有全單8折 ！🍻
▨ Lingduck

——— ———

【 訂 位 資 訊🌟 】

任 何 時 間 歡 迎 隨 時walk in ！🏃🏻

如需訂位👇🏻
▨ Instagram檔案撳條「 link 」
▨ Facebook撳「 搶先預約 」
▨ Google Maps撳「 訂位 」

就可以訂位架喇 ！
方便快捷♡
https://bit.ly/37wf6Xf

※所有分店不設入場費 / 不設每小時收費🎪

——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
1200-1800 ｜ Weekday（except Holiday）

❷ 下午茶
1430-1800 ｜ Weekday（except Holiday）

❸ 晚餐／假期 / 節日
1800-2200 ｜ Weekday
1200-2200 ｜ Weekend & Holiday

午餐優惠：（假期 / 節日除外）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🍻

晚餐優惠：（假期 / 節日除外）
星期一至五19:30前離座，享有全單8折優惠 ！🍻
（觀塘限定）每日20:30後入座，享有全單8折優惠 ！🍺

入場時間：
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※如之後冇人訂座或輪候，可以繼續，冇需加錢加時。
（本餐廳會按照實際狀況保留最終決定權）

——— ——— ———

【  觀塘店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟱𝟱𝗖𝗮𝘁𝘀 】
📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636

【  旺角店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟰𝟱𝗖𝗮𝘁𝘀 】
📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990",417,2021-02-12,1.0,2021.0,,0.0
593,urban.cafe.hk,2021-03-03,"Cat • 小白😻
.
所有分店營業時間: 12pm🕛-10pm🕙
大家可以用星期一至五7點半前離座8折優惠喇😻
歡迎訂位或walk in😺
旺角☎️ 6832 6990
觀塘☎️ 5307 3636
(Signal都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",378,2021-03-03,19.0,2021.0,,0.0
548,urban.cafe.hk,2021-03-07,"Cat • 冬甩🍩
.
營業時間不變！無需打針！無需安心出行！
繼續12pm🕛-10pm🕙
歡迎訂位或walk in😺
觀塘☎️ 5307 3636 / 只限網上訂座
旺角☎️ 6832 6990
(Signal/whatsapp都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 22:00pm",446,2021-03-07,4.0,2021.0,,0.0
478,urban.cafe.hk,2021-03-12,"｜ 𝗞𝘄𝘂𝗻𝗧𝗼𝗻𝗴 ｜ 
Christmas is coming 🎄 🌲 🎄 🌲 🎄
糯米糕戴條頸帶應應節 😼
#裝飾完發覺未夠氣氛
#要再添置聖誕裝飾

《 消 費 券💵 》

接受任何消費券 ！
▨ Tap & Go
▨ 八達通
▨ AlipayHK 
▨ WeChat Pay

〈 外 賣 資 訊🏃🏻 〉

①外賣速遞
▨ Lingduck
▨ Foodpanda
②外賣自取
▨ 直接聯絡分店，享有全單8折 ！🍻
▨ Lingduck

——— ———

【 訂 位 資 訊🌟 】

任 何 時 間 歡 迎 隨 時walk in ！🏃🏻

如需訂位👇🏻
▨ Instagram檔案撳條「 link 」
▨ Facebook撳「 搶先預約 」
▨ Google Maps撳「 訂位 」

就可以訂位架喇 ！
方便快捷♡
https://bit.ly/37wf6Xf

※所有分店不設入場費 / 不設每小時收費🎪

——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
1200-1800 ｜ Weekday（except Holiday）

❷ 下午茶
1430-1800 ｜ Weekday（except Holiday）

❸ 晚餐／假期 / 節日
1800-2200 ｜ Weekday
1200-2200 ｜ Weekend & Holiday

午餐優惠：（假期 / 節日除外）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🍻

晚餐優惠：（假期 / 節日除外）
星期一至五19:30前離座，享有全單8折優惠 ！🍻
（觀塘限定）每日20:30後入座，享有全單8折優惠 ！🍺

入場時間：
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※如之後冇人訂座或輪候，可以繼續，冇需加錢加時。
（本餐廳會按照實際狀況保留最終決定權）

——— ——— ———

【  觀塘店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟱𝟱𝗖𝗮𝘁𝘀 】
📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636

【  旺角店 ｜ 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁 𝘄/ ～𝟰𝟱𝗖𝗮𝘁𝘀 】
📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990",548,2021-03-12,5.0,2021.0,"['#裝飾完發覺未夠氣氛', '#要再添置聖誕裝飾']",2.0
592,urban.cafe.hk,2021-04-03,"Cat •瓜子🥜
.
所有分店營業時間: 12pm🕛-10pm🕙
大家可以用星期一至五7點半前離座8折優惠喇😻
歡迎訂位或walk in😺
旺角☎️ 6832 6990
觀塘☎️ 5307 3636
(Signal都可以)
.
✅觀塘店✅正常營業✅
✅旺角店✅正常營業✅
✅外賣速遞✅
✅lingduck🦆/Foodpanda🐼✅
✅外賣自取✅
✅直接聯絡分店📲(全單8折)/lingduck🦆✅
.
🍝午餐餐牌供應時間: 
星期一至五 12:00pm-18:00pm (假期/節日除外)
💥午餐Menu(每兩星期更新)💥
💥午餐時段內, 4人同行惠顧任何午餐,
即送4人滋味小食或甜品1份(每星期更新)!💥
.
🍰下午茶餐牌供應時間: 
星期一至五 14:30pm-18:00pm (假期/節日除外)
.
🍕晚餐/假期/節日餐牌供應時間: 
星期一至五: 18:00pm後
星期六/日/假期/節日: 全日
💥星期一至五19:30前離座, 額外享有全單8折優惠(假期/節日除外)💥
💥觀塘 每日20:30後入座, 額外享有全單8折優惠💥
💥旺角 每日21:00後入座, 額外享有全單8折優惠💥
.
📫地址: 觀塘開源道62號駱駝漆大廈第1座6樓
🏃‍♂️(觀塘B1出口,一分鐘步程)
☎️查詢熱線: 5307 3636
🕞開放時間: 12:00pm - 22:00pm
.
📫地址: 旺角彌敦道566-568A號僑建大廈2樓
🏃‍♂️(油麻地A2出口,一分鐘步程)
☎查詢熱線: 6832 6990
🕞營業時間: 12:00pm - 23:00pm",333,2021-04-03,22.0,2021.0,,0.0
